page_num,position,link,title,source,date,snippet,thumbnail
6,1,https://www.realitytea.com/2022/05/09/teresa-giudice-apologizes-joe-reunion/,Teresa Giudice Apologizes To Joe Gorga Over Their Reunion Drama,Reality Tea,20 hours ago,"Shockingly, Teresa made a public apology to her brother. In the expected 
fashion, the statement was half-hearted and seeked to shift blame...",https://serpapi.com/searches/627ab5677d171adcba6c9642/images/47d5467dc24e519ce02c117c5559c4d22404f18a90271814b13beb5fa7f3eff6.jpeg
6,2,https://www.fool.com/the-ascent/cryptocurrency/articles/bored-ape-yacht-club-apologizes-for-spike-in-ethereum-fees/,Bored Ape Yacht Club Apologizes for Spike in Ethereum Fees,The Motley Fool,1 week ago,"Each piece of land in the Otherside metaverse costs around $5,800 APE, but 
the gas fees came to around $6,000. Try timing transactions for less-...",https://serpapi.com/searches/627ab5677d171adcba6c9642/images/47d5467dc24e519c081aa548a990be04efacbfc09a8e784385ae26160efa1462.jpeg
6,3,https://www.complex.com/music/stevewilldoit-lil-durk-lookalike-apology-6ix9ine-meeting-gives-him-cash,"SteveWillDoIt Apologizes to Lil Durk Lookalike Perkioo for 6ix9ine Incident, Gives Him Cash and Cartier Bracelets",Complex,3 days ago,"YouTuber SteveWillDoIt of Nelk fame has apologized to Lil Durk's lookalike 
Perkioo over that bizarre 6ix9ine meeting.",https://serpapi.com/searches/627ab5677d171adcba6c9642/images/47d5467dc24e519c30c76ff75517539ae068ad794257fdb98deea962203d78ff.jpeg
6,4,https://variety.com/2022/music/news/revolve-festival-addresses-influencer-criticism-statement-1235235933/,Revolve Apologizes for Its Coachella Event After Criticism Over Poor Conditions at Influencer-Packed Party,Variety,3 weeks ago,"Popular on Variety. Revolve, the designer clothing company, has circled its 
way to an official apology for conditions at its Coachella-related “...",https://serpapi.com/searches/627ab5677d171adcba6c9642/images/47d5467dc24e519c609fa8600b2f43065f0a4d799a23c3ed6ecb93a8d2e26eb0.jpeg
6,5,https://www.nbcnews.com/news/asian-america/wrongasian-wake-ali-wong-divorce-news-magazine-apologizes-wrong-pic-rcna24437,"#WrongAsian: In wake of Ali Wong divorce news, magazine apologizes for wrong pic",NBC News,4 weeks ago,"Now, one magazine is apologizing. Parade magazine issued an apology 
Wednesday to the Asian American comedian and her husband, Justin Hakuta,...",https://serpapi.com/searches/627ab5677d171adcba6c9642/images/47d5467dc24e519c26c1e974bcceecb5f2c6f5af1e2ecec91c54bcfa4f860e73.jpeg
6,6,https://thespun.com/more/nascar/nascar-driver-denny-hamlin-apologizes-for-his-offensive-tweet,"NASCAR Driver Apologizes For His ""Offensive"" Tweet",The Spun,2 weeks ago,"Denny Hamlin received a lot of backlash for his recent post on Twitter. He 
tweeted a clip from the show “Family Guy” that involves an Asian...",https://serpapi.com/searches/627ab5677d171adcba6c9642/images/47d5467dc24e519c2b924baf7be72ff22c3e0ee8c5d9169e6fb46f8940b96901.jpeg
6,7,https://patch.com/pennsylvania/westchester/republican-candidate-ron-vogel-apologizes-old-social-media-posts,Republican Candidate Ron Vogel Apologizes For Old Social Media Posts,Patch,5 days ago,"CHESTER COUNTY — Chester County Republican Ron Vogel apologized on his 
Congressional campaign website to anyone who may have felt...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSxrWYAsgps5UMtuQr7yckEIhi5T4CYczcvvqRSsGIcel77eK1jUx7r6c&usqp=CAI&s
6,8,https://www.10news.com/news/local-news/superintendent-apologizes-for-comments-about-asian-students-in-san-dieguito-school-district,Superintendent apologizes for comments about Asian students in San Dieguito Union School District,10News.com,4 weeks ago,"SAN DIEGO, CA (KGTV) — A local superintendent is apologizing after comments 
she made about Asian students sparked outrage in the community.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQJQ3HYixpzkGOPj0lb0LFWkczxKkmLB50uXGGjKsOKGb_EP96dEB-7_Sw&usqp=CAI&s
6,9,https://www.usnews.com/news/business/articles/2022-04-13/dutch-abn-amro-bank-apologizes-for-historic-links-to-slavery,Dutch ABN AMRO Bank Apologizes for Historic Links to Slavery,USNews.com,4 weeks ago,"Dutch bank ABN AMRO has apologized for historic links to the slave trade in 
the 18th and 19th centuries, including the involvement of one of...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJVPVJstZCMkClDJHLElTFeUsDEJVYGBLWJI24WXPb5eMSvJ-iuSakNsE&usqp=CAI&s
6,10,https://www.si.com/soccer/2022/04/16/manchester-city-apology-fans-chant-hillsborough-disaster-silence-liverpool,Manchester City Apologizes After Fans Chant During Hillsborough Silence,Sports Illustrated,3 weeks ago,"“The club sincerely apologizes to all those connected with Liverpool 
Football Club.” Liverpool manager Jürgen Klopp accepted City's apology 
when...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTulTQrj4J2N4C_BMw4wBYeZ7rHwmuozmbpngXevP4&usqp=CAI&s
7,1,https://www.post-gazette.com/news/world/2022/04/19/Johnson-says-sorry-for-partygate-as-critics-prep-censure-bid/stories/202204190134,Johnson apologizes for partygate as critics prep censure bid,Pittsburgh Post-Gazette,3 weeks ago,"LONDON — British Prime Minister Boris Johnson on Tuesday offered what he 
said was a ”wholehearted” apology for attending an illegal party...",https://serpapi.com/searches/627ab567c7ad412e9b41d1df/images/d6de6e02838ef769e30db25500df4b395b89552a36b45e4275aaa37a7bd4c1b1.jpeg
7,2,https://www.ksbw.com/article/monterey-county-health-department-apologizes-for-facebook-post/39745584,Monterey County Health Department apologizes for Easter social media post,KSBW,3 weeks ago,"The Monterey County Health Department issued an apology Sunday for a now 
deleted post on its Facebook page. The department shared a meme...",https://serpapi.com/searches/627ab567c7ad412e9b41d1df/images/d6de6e02838ef76979dd5b13e24440ec13cd863ec14f268741ae3e3fc40e8e92.jpeg
7,3,https://www.cnn.com/2022/04/14/sport/nba-miles-bridges-mouthguard-spt-intl/index.html,Miles Bridges: NBA star apologizes for hitting young fan with mouthguard,CNN,4 weeks ago,"NBA player Miles Bridges has apologized for accidentally hitting a young 
fan with his mouthguard after he was ejected against the Atlanta...",https://serpapi.com/searches/627ab567c7ad412e9b41d1df/images/d6de6e02838ef769291bd5b37184aad90390dd8921511cbd8eddde8251ce051e.jpeg
7,4,https://www.mlb.com/news/kenta-maeda-apologizes-for-hexing-twins,Twins to Maeda: Thanks for not showing up,MLB.com,1 week ago,"“I'm sorry for snapping the winning streak. I will not be in the dugout 
today. -- 18 Kenta Maeda.” It...",https://serpapi.com/searches/627ab567c7ad412e9b41d1df/images/d6de6e02838ef7690e303ea4aef9c767e1af9ae7f01a751ed87010054b4a0730.jpeg
7,5,https://www.bostonherald.com/2022/04/28/massachusetts-rep-busted-for-driving-drunk-4x-over-legal-limit-apologizes-for-egregious-lapse/,Massachusetts rep busted for driving drunk 4X over legal limit apologizes for ‘egregious lapse’,Boston Herald,2 weeks ago,"Worcester Rep. David LeBoeuf — busted for allegedly driving drunk on I-93 
with nine empty nips found in his car — has apologized in a...",https://serpapi.com/searches/627ab567c7ad412e9b41d1df/images/d6de6e02838ef769d1de516de2c8d8e0d1d8c36567572b0f829f3a3663be6bf8.jpeg
7,6,https://www.gmtoday.com/daily_news/news/michalak-apologizes-for-alleged-concealed-carry-mishap/article_3a032540-bbef-11ec-9be9-4fd5c3aacab4.html,Michalak apologizes for alleged concealed carry mishap ...,GMToday.com,3 weeks ago,"HARTFORD — Hartford Mayor Timothy Michalak apologized to the citizens of 
Washington County during the Hartford Common Council meeting on Tuesday 
night for...",https://serpapi.com/searches/627ab567c7ad412e9b41d1df/images/d6de6e02838ef769bb8a537fe6b996da34c5c6d75cc28cf165ce06c003ebdd9f.jpeg
7,7,https://www.catholicworldreport.com/2022/05/04/pope-francis-apologizes-for-not-leaving-his-chair-at-wednesday-audience/,Pope Francis apologizes for not leaving his chair at ...,Catholic World Report,6 days ago,"Vatican City, May 4, 2022 / 05:00 am (CNA). Pope Francis remained seated 
during the traditional blessings of newlyweds and pilgrims at his...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqOq3QKGjHvqy6oSFegNB8l398pBb0z6CPW2YcOvsk0oeVIqd6gQx1BaI&usqp=CAI&s
7,8,https://www.houstonchronicle.com/news/houston-texas/trending/article/The-Chosen-Dallas-Jenkins-billboard-marketing-ploy-17089958.php,‘We made a big mistake’: Director of 'The Chosen' apologizes for billboard marketing attempt,Houston Chronicle,3 weeks ago,"The director of a multiseries show about Christ apologized Wednesday for a 
marketing ploy that involved intentionally defacing billboards...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSVE7XCv_qJPTiilU9eCuLt-Zktm0TpDpq4iRz-AqZxR1KGOkLIWFysZHE&usqp=CAI&s
7,9,https://nypost.com/2022/04/11/linkedin-apologizes-for-labeling-vets-post-as-hate-speech/,LinkedIn apologizes for labeling Air Force vet's post as 'hate speech',New York Post,1 month ago,"LinkedIn apologized to Air Force veteran Gretchen Smith for labeling a post 
of hers encouraged people to claw their way out of student loan...",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQjYmHg7RRxKEXMqxH5zsqQyTdj4zcAV8iqVxp5Ihwy7NSQq-xTpyeVFPY&usqp=CAI&s
7,10,https://madamenoire.com/1314427/stevie-j-apologizes-to-faith-evans-in-mothers-day-post/,Stevie J Publicly Apologizes To Estranged Wife Faith Evans: ‘I’ve Learned My Lesson’,MadameNoire,5 hours ago,"Stevie apologized for the behavior on his part that caused Faith to feel 
“hurt,” “disrespected” and “humiliated” in the public eye.",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThFLiv4FT3Tesg3FItd1yOkpMFlbdaSteg7RM-kYEZaqLRdJptwaLAjjo&usqp=CAI&s
8,1,https://www.10news.com/news/local-news/superintendent-apologizes-for-comments-about-asian-students-in-san-dieguito-school-district,Superintendent apologizes for comments about Asian students in San Dieguito Union School District,10News.com,4 weeks ago,"SAN DIEGO, CA (KGTV) — A local superintendent is apologizing after comments 
she made about Asian students sparked outrage in the community.",https://serpapi.com/searches/627ab568797ac6a458e769a0/images/07bdb05e1cf9b7c992aa2edfe530d5d2a236a107553c765e12fa782afa6f2952.jpeg
8,2,https://www.sportingnews.com/ca/nfl/news/adam-schefter-apologizes-dwayne-haskins-death-tweet-espn/jrdmjtcjtuhdpyj4szus6qzv,ESPN's Adam Schefter apologizes for 'insensitive' tweet about Dwayne Haskins' death: 'I wish I could have that tweet back',Sporting News,1 month ago,"ESPN's Adam Schefter apologizes for 'insensitive' tweet about Dwayne 
Haskins' death: 'I wish I could have that tweet back'. Author Photo. 
Jacob...",https://serpapi.com/searches/627ab568797ac6a458e769a0/images/07bdb05e1cf9b7c9b71667e15553416423ba5297ee2a65d0a2f874664c19006e.jpeg
8,3,https://nypost.com/2022/04/11/linkedin-apologizes-for-labeling-vets-post-as-hate-speech/,LinkedIn apologizes for labeling Air Force vet's post as 'hate speech',New York Post,1 month ago,"LinkedIn apologized to Air Force veteran Gretchen Smith for labeling a post 
of hers encouraged people to claw their way out of student loan...",https://serpapi.com/searches/627ab568797ac6a458e769a0/images/07bdb05e1cf9b7c9e793da7b974d6c98cde2571ebd40d0c3b87495504c07f119.jpeg
8,4,https://www.ksbw.com/article/monterey-county-health-department-apologizes-for-facebook-post/39745584,Monterey County Health Department apologizes for Easter social media post,KSBW,3 weeks ago,"The Monterey County Health Department issued an apology Sunday for a now 
deleted post on its Facebook page. The department shared a meme...",https://serpapi.com/searches/627ab568797ac6a458e769a0/images/07bdb05e1cf9b7c93c4645e164208d26fcba225d7d79efa12814b0db2b938e5d.jpeg
8,5,https://www.bloomberg.com/news/articles/2022-04-19/u-k-s-johnson-apologizes-to-parliament-over-partygate-fine,Boris Johnson Apologizes to U.K. Parliament Over 'Partygate ...,Bloomberg.com,3 weeks ago,"Prime Minister Boris Johnson apologized to the House of Commons for 
breaking the U.K. lockdown rules that he devised, while insisting he...",https://serpapi.com/searches/627ab568797ac6a458e769a0/images/07bdb05e1cf9b7c945609d1348c97b3633efec8c5f54639fe6c26651b073ffc2.jpeg
8,6,https://www.mlb.com/news/kenta-maeda-apologizes-for-hexing-twins,Twins to Maeda: Thanks for not showing up,MLB.com,1 week ago,"“I'm sorry for snapping the winning streak. I will not be in the dugout 
today. -- 18 Kenta Maeda.” It...",https://serpapi.com/searches/627ab568797ac6a458e769a0/images/07bdb05e1cf9b7c9e66b0e977409364319345d17433efb91604af960fe9ebf26.jpeg
8,7,https://www.syracuse.com/crime/2022/04/skyline-killer-apologizes-to-connie-tuoris-family-they-say-apology-means-nothing.html,Skyline killer apologizes to Connie Tuori’s family. They say apology means nothing,Syracuse.com,2 weeks ago,"Syracuse, N.Y. – Victoria Afet, who was sentenced Thursday for the brutal 
murder of 93-year-old Connie Tuori in Syracuse, spoke briefly for...",https://serpapi.com/searches/627ab568797ac6a458e769a0/images/07bdb05e1cf9b7c99c41d3647564916fda1c2ea29601cd41ed376fe2e8991f97.jpeg
8,8,https://news.yahoo.com/just-wanted-peace-terry-crews-170400662.html,‘I Just Wanted Peace’: Terry Crews Apologizes for Controversial 2020 Black Lives Matter Tweets,Yahoo News,2 weeks ago,"Recently he apologized for the statements, admitting, “It was a mistake” to 
make the claim. During his appearance on “The Daily Show with...",https://serpapi.com/searches/627ab568797ac6a458e769a0/images/07bdb05e1cf9b7c980d61df38c1f5e75ccba41ec27b250244fee95ca912c8287.jpeg
8,9,https://www.yahoo.com/entertainment/drew-barrymore-apologizes-comments-johnny-164125330.html,Drew Barrymore apologizes for comments about Johnny Depp-Amber Heard trial,Yahoo,1 week ago,"Drew Barrymore is apologizing for ""making light"" of the Johnny Depp versus 
Amber Heard defamation trial.",https://serpapi.com/searches/627ab568797ac6a458e769a0/images/07bdb05e1cf9b7c9a2574ee5a4740b4f0f9a6c2603c7eabc91d9bdf4dddde283.jpeg
8,10,https://www.gmtoday.com/daily_news/news/michalak-apologizes-for-alleged-concealed-carry-mishap/article_3a032540-bbef-11ec-9be9-4fd5c3aacab4.html,Michalak apologizes for alleged concealed carry mishap ...,GMToday.com,3 weeks ago,"HARTFORD — Hartford Mayor Timothy Michalak apologized to the citizens of 
Washington County during the Hartford Common Council meeting on Tuesday 
night for...",https://serpapi.com/searches/627ab568797ac6a458e769a0/images/07bdb05e1cf9b7c94e3cf31fa43f07e23a2535c6438bc3906bd7602e4c4b2ca7.jpeg
9,1,https://www.oregonlive.com/entertainment/2022/04/sam-elliott-apologizes-for-blasting-power-of-the-dog-in-podcast-where-he-also-talked-about-portland.html,Sam Elliott apologizes for blasting ‘Power of the Dog’ in podcast where he also talked about Portland,Oregon Live,4 weeks ago,"Sam Elliott apologizes for blasting 'Power of the Dog' in podcast where he 
also talked about Portland. Updated: Apr. 13, 2022, 3:15 p.m. |...",https://serpapi.com/searches/627ab56aaf6304e887124b85/images/bdc2b7407fbdeb26fc5a57f9a2182f159c6589dbcda9ea779805ecb5b97a5bb6.jpeg
9,2,https://kansasreflector.com/2022/04/12/kansas-education-commissioner-publicly-apologizes-for-racist-story-on-native-americans/,Kansas education commissioner publicly apologizes for racist ...,Kansas Reflector,1 month ago,"TOPEKA — The Kansas commissioner of public education apologized Tuesday for 
telling attendees of an online education conference that when...",https://serpapi.com/searches/627ab56aaf6304e887124b85/images/bdc2b7407fbdeb26ccf92c6072f0479fadc54b0f62129f224dab5f953cdb4658.jpeg
9,3,https://www.houstonchronicle.com/news/houston-texas/trending/article/The-Chosen-Dallas-Jenkins-billboard-marketing-ploy-17089958.php,‘We made a big mistake’: Director of 'The Chosen' apologizes for billboard marketing attempt,Houston Chronicle,3 weeks ago,"The director of a multiseries show about Christ apologized Wednesday for a 
marketing ploy that involved intentionally defacing billboards...",https://serpapi.com/searches/627ab56aaf6304e887124b85/images/bdc2b7407fbdeb26d0c4a1c653c8c359020f234266db2f6476f3d9dcdedf44f0.jpeg
9,4,https://www.ksnt.com/news/local-news/junction-city-middle-school-teacher-deletes-apologizes-for-racist-posts/,Junction City middle school teacher apologizes for past racist posts,KSNT,3 weeks ago,"JUNCTION CITY (KSNT) – A middle school teacher in Junction City is 
apologizing for several racist posts she made on Twitter containing slurs...",https://serpapi.com/searches/627ab56aaf6304e887124b85/images/bdc2b7407fbdeb26c7f014dc206ee99c30f649fc8a259a77fd685d5edebed28c.jpeg
9,5,https://www.asahi.com/ajw/articles/14608946,Pleasure boat boss apologizes for tragedy in Hokkaido | The ...,Asahi Shimbun,2 weeks ago,"Seiichi Katsurada of Shiretoko Pleasure Boat made the gesture twice when he 
appeared April 27 before the media for the first time since the Kazu...",https://serpapi.com/searches/627ab56aaf6304e887124b85/images/bdc2b7407fbdeb26e08ba544385392a4cad46ef8537e359e9ee01d737b7e4780.jpeg
9,6,https://sixerswire.usatoday.com/2022/04/25/stephen-a-smith-apologizes-to-daryl-morey-sixers-over-ben-simmons-trade/,"Stephen A. Smith apologizes to Daryl Morey, Sixers over Ben ...",Sixers Wire,2 weeks ago,"Harden has not been the explosive scorer he was in Houston, but it's clear 
that the Sixers won the trade for this season. Smith apologized to...",https://serpapi.com/searches/627ab56aaf6304e887124b85/images/bdc2b7407fbdeb269deea6d01fbf4a7ef3ae9db9611c3366d8ee0bd4d30e002d.jpeg
9,7,https://www.manilatimes.net/2022/05/07/news/regions/fake-complainant-apologizes-to-lambinos/1842647,Fake 'complainant' apologizes to Lambinos,The Manila Times,4 days ago,"DAGUPAN CITY: The complainant who admitted to have fabricated 
administrative and criminal charges against Presidential Adviser for 
Northern...",https://serpapi.com/searches/627ab56aaf6304e887124b85/images/bdc2b7407fbdeb2623fdefc22620b536586ff7c3a95c7454916694e3afd63808.jpeg
9,8,https://www.blogto.com/eat_drink/2022/04/sugo-toronto-apologizes-fat-jokes/,Toronto restaurant owner apologizes to customer for fat jokes,blogTO,3 weeks ago,"A Toronto restaurant owner who came under criticism after a customer 
claimed she was subject to fat shaming has apologized.",https://serpapi.com/searches/627ab56aaf6304e887124b85/images/bdc2b7407fbdeb2667a6126f4fcd97b069687af44b0fcd5a5e2811771a7915ec.jpeg
9,9,https://variety.com/2022/film/news/jerry-oconnell-apologizes-wil-wheaton-child-abuse-stand-by-me-1235233625/,Jerry O’Connell Apologizes to Wil Wheaton for Not Noticing His Child Abuse While Filming ‘Stand by Me’,Variety,3 weeks ago,"O'Connell is a co-host of “The Talk” and used Wheaton's appearance on the 
talk to show to offer the following apology: “I heard before you talk...",https://serpapi.com/searches/627ab56aaf6304e887124b85/images/bdc2b7407fbdeb266a9f8abaad048f46a764fa1f1dcb137e519e6d785f2e62dc.jpeg
9,10,https://www.dailymail.co.uk/news/article-10722173/Quebecs-Ministry-Health-apologizes-tweeting-link-PORN-video-instead-COVID-page.html,Quebec's Ministry of Health apologizes for tweeting a link to a PORN video instead of a COVID page,Daily Mail,3 weeks ago,"Quebec's Ministry of Health and Social Services apologized for tweeting out 
a link to a Pornhub video of feet instead of the day's COVID-19...",https://serpapi.com/searches/627ab56aaf6304e887124b85/images/bdc2b7407fbdeb26e6816d2a1587e30d2f9f03b6c0a96d0aff374f54fdbdef03.jpeg
10,1,https://www.buzzfeednews.com/article/leylamohammed/amanda-bynes-apologizes-fiance-drugs-watching-porn,"Amanda Bynes Apologized For All The “Confusion” She Caused After Publicly Accusing Her Fiancé Of Relapsing On Drugs, Watching “Mom And Son Porn,” And Vandalizing His Mom’s Home",BuzzFeed News,1 week ago,"Amanda Bynes Apologized For All The “Confusion” She Caused After Publicly 
Accusing Her Fiancé Of Relapsing On Drugs, Watching “Mom And Son...",https://serpapi.com/searches/627ab573e1350834e21d285c/images/a41c0662d9a2284487ab196d76e760a79e5aeaa1b45c50bb343ebae6a906ed7f.jpeg
10,2,https://www.the-sun.com/entertainment/5258742/kim-kardashian-gifted-marilyn-monroes-hair/,Kim Kardashian gifted Marilyn Monroe’s HAIR & apologizes to Pete Davidson as she will be ‘sleeping with it...,The Sun,6 days ago,"Kim Kardashian gifted Marilyn Monroe's HAIR & apologizes to Pete Davidson 
as she will be 'sleeping with it at night'.",https://serpapi.com/searches/627ab573e1350834e21d285c/images/a41c0662d9a22844503cdb03ff9d17e12f8d66b8298bf8798a3f299d8011c33f.jpeg
10,3,https://www.cnn.com/2022/04/11/football/cristiano-ronaldo-manchester-united-everton-phone-spt-intl/index.html,Cristiano Ronaldo: 'Outburst' involving football fan's phone prompts police probe and apology from Manchester United star,CNN,1 month ago,"... League defeat at Everton on Saturday has prompted a police 
investigation and an apology from the Portuguese international soccer star.",https://serpapi.com/searches/627ab573e1350834e21d285c/images/a41c0662d9a22844ed999d938c6912af6702e227d39fe433d2f9da1f342c2064.jpeg
10,4,https://www.dw.com/en/netherlands-apologizes-to-indonesia-over-war-crimes/a-60817847,Netherlands apologizes to Indonesia over war crimes,DW,"Feb 17, 2022","Prime Minister Mark Rutte has apologized to Indonesia after a study found 
that the Dutch army used extreme violence, including against civilians...",https://serpapi.com/searches/627ab573e1350834e21d285c/images/a41c0662d9a22844ac5cf4718b8dc80f8ef530d65b750c1bcb6edcf6340b48b4.jpeg
10,5,https://www.npr.org/2022/04/01/1090213962/pope-francis-apology-indigenous-people-canada,The pope apologizes for abuse of Indigenous children in ...,NPR,1 month ago,"On Friday, the pope said he felt ""sorrow and shame"" for how Indigenous 
people were treated in Canada. The papal apology comes months after the...",https://serpapi.com/searches/627ab573e1350834e21d285c/images/a41c0662d9a2284499c32f32842c0732c152331388ee6e74eb2ff9ea715a6c2f.jpeg
10,6,https://www.theverge.com/2022/3/11/22973199/disney-bob-chapek-apology-dont-say-gay-bill-florida,"Disney CEO apologizes for silence on ""Don't Say Gay"" bill",The Verge,"Mar 11, 2022","The apology follows a chaotic week for the head of Disney, who previously 
told employees that Disney would not respond to the bill publicly...",https://serpapi.com/searches/627ab573e1350834e21d285c/images/a41c0662d9a228449d94e8b4662c4446913100369cab54cb2222843715deee8a.jpeg
10,7,https://jakartaglobe.id/special-updates/miss-supranational-creative-director-apologizes-for-remark-on-indonesia/,Miss Supranational Creative Director Apologizes for Remark ...,Jakarta Globe,"Sep 8, 2021","Jakarta. Miss Supranational Organization Creative Director Andre Sleigh has 
recently issued an apology to the Puteri Indonesia Foundation...",https://serpapi.com/searches/627ab573e1350834e21d285c/images/a41c0662d9a2284477c087dbca1f9d72add4954c335fa827d101c702fc444612.jpeg
10,8,https://www.npr.org/2022/03/14/1086587867/jane-campion-apologizes-comments-venus-serena-williams,Director Jane Campion has apologized to tennis legends ...,NPR,"Mar 14, 2022","Director Jane Campion has apologized to tennis legends Venus and Serena 
Williams for her ""thoughtless"" remarks about the pair during a...",https://serpapi.com/searches/627ab573e1350834e21d285c/images/a41c0662d9a22844d336db60db7be99c97ecfbac997de4fa551791267870463c.jpeg
10,9,https://thediplomat.com/2022/04/vietnamese-airline-apologizes-for-tweet-poking-fun-at-thailands-king/,Airline Apologizes for Tweet Poking Fun at Thailand's King,The Diplomat,1 month ago,"The low-cost carrier Thai VietJet Air has been forced to make a public 
apology after an April Fool's tweet prompted a flood of criticism in...",https://serpapi.com/searches/627ab573e1350834e21d285c/images/a41c0662d9a22844551b19e74e335073183c6a0f2000d015ec7f27a6693545a9.jpeg
10,10,https://www.disabilityscoop.com/2022/01/18/cdc-director-apologizes-to-disability-advocates-for-hurtful-comments/29661/,CDC Director Apologizes To Disability Advocates For 'Hurtful ...,Disability Scoop,"Jan 18, 2022","Centers for Disease Control and Prevention Director Rochelle Walensky 
apologized to disability advocates after calling it “encouraging” that...",https://serpapi.com/searches/627ab573e1350834e21d285c/images/a41c0662d9a228448b998c4c60137b3d9abcc4b9fbf3a0523ab71b54dd7f407a.jpeg
11,1,https://www.cnn.com/2022/03/28/entertainment/will-smith-apology/index.html,Will Smith issues apology to Chris Rock over slapping incident at Oscars,CNN,1 month ago,"(CNN) Will Smith has issued an apology for striking presenter Chris Rock at 
Sunday's Academy Awards. In a post on Instagram on Monday...",https://serpapi.com/searches/627ab574b5961e3899701aa7/images/92e951c4e5c574bc6af7dcd483c34d61d056f583560366430b31f02b2c883f8d.jpeg
11,2,https://www.cnbc.com/2022/03/28/will-smith-apologizes-to-chris-rock-for-slapping-him-at-the-oscars.html,Will Smith apologizes to Chris Rock for slapping him at the Oscars,CNBC,1 month ago,"Will Smith took to social media on Monday to formally apologize to Chris 
Rock for slapping him during Sunday's Academy Award ceremony.",https://serpapi.com/searches/627ab574b5961e3899701aa7/images/92e951c4e5c574bcba0228896a1863cb4cce16e5bec78c145be5a7cb40b4a1d5.jpeg
11,3,https://www.cbsnews.com/news/will-smith-apology-chris-rock-oscars-slap/,"Will Smith apologizes for slapping Chris Rock at the Oscars, calling it ""unacceptable and inexcusable""",CBS News,1 month ago,"Smith said his ""behavior at last night's Academy Awards was unacceptable 
and inexcusable"" in a Monday night Instagram post. ""I would like to...",https://serpapi.com/searches/627ab574b5961e3899701aa7/images/92e951c4e5c574bce1788fc37158bc9c45e31983a4728f048cafaf162135b500.jpeg
11,4,https://www.politico.eu/article/russian-official-apologizes-to-ukraine-at-climate-science-meeting/,Russian official apologizes to Ukraine at climate science meeting,POLITICO,"Feb 27, 2022","A Russian government representative apologized to Ukraine and said there 
was no justification for his country's invasion during a meeting of...",https://serpapi.com/searches/627ab574b5961e3899701aa7/images/92e951c4e5c574bc39ab78e0deda89673364fb21cc6a42f49037ca5e5654a984.jpeg
11,5,https://www.npr.org/2022/01/12/1072483665/boris-johnson-apologizes-party,Boris Johnson apologizes for BYOB party,NPR,"Jan 12, 2022","Boris Johnson apologizes for a BYOB party held as the U.K. was in COVID 
lockdown ... British Prime Minister Boris Johnson is apologizing for 10...",https://serpapi.com/searches/627ab574b5961e3899701aa7/images/92e951c4e5c574bc0567257c1d4e3e94126d7e22ea2157d57243f512bb5075a8.jpeg
11,6,https://www.vanityfair.com/style/2022/03/kim-kardashian-apologizes-robin-roberts-gma-get-your-ass-up-and-work,Kim Kardashian Half Apologizes for Telling Women in Business to “Get Your Ass Up and Work”,Vanity Fair,1 month ago,"Kim Kardashian Half Apologizes for Telling Women in Business to “Get Your 
Ass Up and Work”. “It wasn't a blanket statement,” the reality...",https://serpapi.com/searches/627ab574b5961e3899701aa7/images/92e951c4e5c574bc2e419b89111e3cdf3be27b4990feee376a7f01a5fa50574c.jpeg
11,7,https://www.npr.org/2022/02/23/1082549969/phil-mickelson-saudi-arabiagolf,Phil Mickelson apologizes for controversial comments about a ...,NPR,"Feb 23, 2022","Golfer Phil Mickelson has apologized for controversial comments he made 
about Saudi Arabia and a Saudi-backed upstart golf league that had...",https://serpapi.com/searches/627ab574b5961e3899701aa7/images/92e951c4e5c574bc9988911c6c276c8c9acf714ff5463c4d3f97ad77f832c0d8.jpeg
11,8,https://www.nytimes.com/2022/02/05/arts/music/joe-rogan-spotify-apology-slur.html,Joe Rogan Apologizes for ‘Shameful’ Past Use of Racial Slur,The New York Times,"Feb 8, 2022","His apology came as listeners said that as many as 70 episodes of “The Joe 
Rogan Experience” podcast had been quietly taken off Spotify;...",https://serpapi.com/searches/627ab574b5961e3899701aa7/images/92e951c4e5c574bc7e72492741a6ba90f93acb804bd961c4515d8ac0ad040093.jpeg
11,9,https://golf.com/news/phil-mickelson-apology-reckless-comments/,"Phil Mickelson apologizes for 'reckless' comments, set to 'take time away'",GOLF.com,"Feb 22, 2022","Phil Mickelson apologizes for 'reckless' comments, set to 'take time away' 
... Phil Mickelson issued an apology statement Tuesday afternoon. Getty...",https://serpapi.com/searches/627ab574b5961e3899701aa7/images/92e951c4e5c574bc9cd8204ffae13c73911ce0f8d7bc47262b8644f8641cc2fe.jpeg
